gridcode,month,date,mean,stdDev,standard_error,count
2,2021_11,2021-11-01,15.181209866420984,5.779421268238499,0.035697209839372204,26212
3,2021_11,2021-11-01,14.162003427244716,6.246248871448961,0.040719186416892886,23531
0,2021_12,2021-12-01,8.991117170715565,2.3956152542272866,0.08788659986855528,743
1,2021_12,2021-12-01,8.13259925946748,2.7812418138185975,0.019105252305912198,21192
2,2021_12,2021-12-01,8.017577799400197,2.917201749870983,0.018082330773142998,26027
3,2021_12,2021-12-01,7.804100201962293,3.214635635787859,0.021062942463552163,23293
0,2022_01,2022-01-01,19.417826648869642,5.363348018761316,0.19850641606673275,730
1,2022_01,2022-01-01,18.481702997146936,6.012739644956665,0.041553231289131284,20938
2,2022_01,2022-01-01,18.363509677098232,6.330942927515123,0.03968326901845551,25452
3,2022_01,2022-01-01,18.259446660444727,6.618858462281216,0.04427652004214178,22347
0,2022_02,2022-02-01,30.52649420538563,4.704064312337459,0.17410523134487738,730
1,2022_02,2022-02-01,29.12273151544854,4.424041052889369,0.030567381129527536,20947
2,2022_02,2022-02-01,29.402436633365188,4.5994948392158355,0.028804848403062952,25497
3,2022_02,2022-02-01,29.08466792335613,4.450948490495768,0.029616443603824805,22586
0,2022_03,2022-03-01,49.222941700989225,5.209432129159407,0.1933401600924409,726
1,2022_03,2022-03-01,47.02089917845518,5.654627930294726,0.039293839775749045,20709
2,2022_03,2022-03-01,47.29712477915436,6.014883266705596,0.037930865076021836,25146
3,2022_03,2022-03-01,46.335700730922795,6.092254929168617,0.040724684632584836,22379
0,2022_04,2022-04-01,61.90494336383227,8.638005388744483,0.320586448452052,726
1,2022_04,2022-04-01,59.50300566453301,8.599647841493638,0.05971401750091534,20740
2,2022_04,2022-04-01,58.78728207691125,8.642185600526929,0.05445902431687446,25183
3,2022_04,2022-04-01,57.22194096959406,8.819102526493886,0.058583494523535624,22662
0,2022_05,2022-05-01,97.53914921977321,8.476597178379924,0.32995109767256575,660
1,2022_05,2022-05-01,95.24158120595007,10.702455750567161,0.0765222822759623,19561
2,2022_05,2022-05-01,94.47045070827868,11.172800685605798,0.07243925216718418,23789
3,2022_05,2022-05-01,92.51296519894696,11.412179195295238,0.07864672571136214,21056
